,S.No,date,startup name,Industry Vertical,SubVertical,City  Location,InvestmentnType,Rupees in crore,Investor Name,investor_cleaned,year,month
4477,4477,2015-11-26,KountMoney,Online Lending Marketplace,,Bangalore,Seed Funding,0.0,tracxn,tracxn labs,2015,November
4478,4478,2015-11-26,KountMoney,Online Lending Marketplace,,Bangalore,Seed Funding,0.0,ashish goenka,sunil goyal ashish gupta,2015,November
4479,4479,2015-11-26,KountMoney,Online Lending Marketplace,,Bangalore,Seed Funding,0.0,others,other,2015,November
4480,4480,2015-11-27,StayGlad,On Demand Beauty Services Platform,,Bangalore,Private Equity,0.0,bessemer venture partners,bessemer venture partner,2015,November
4481,4481,2015-11-27,StayGlad,On Demand Beauty Services Platform,,Bangalore,Private Equity,0.0,anil chopra,il,2015,November
4482,4482,2015-11-27,JustRide,Self Driven Rental Car Platform,,Mumbai,Private Equity,18.84,undisclosed,undisclosed,2015,November
4483,4483,2015-11-27,Fastudent,Education Content etailer,,Noida,Seed Funding,0.0,ashish gupta,sunil goyal ashish gupta,2015,November
4484,4484,2015-11-27,LearnOn,Clud based Learning platform,,Chennai,Seed Funding,0.0,jmr infotech india pvt ltd,india quotient,2015,November
4485,4485,2015-11-27,Talentrack,Talent Exchange & Talent Services Marketplace,,New Delhi,Seed Funding,0.0,unigrowth inc,inc,2015,November
4486,4486,2015-11-28,M-TAXI,Two-Wheeler Taxi Service,,Gurgaon,Seed Funding,0.0,meep singh,seep singh,2015,November
4487,4487,2015-11-28,M-TAXI,Two-Wheeler Taxi Service,,Gurgaon,Seed Funding,0.0,jairaj singh,niraj singh,2015,November
4488,4488,2015-11-30,Baxi,Two-Wheeler Taxi Service,,Gurgaon,Seed Funding,13.659,manish kheterpal,anish k,2015,November
4489,4489,2015-11-30,Baxi,Two-Wheeler Taxi Service,,Gurgaon,Seed Funding,13.659,alok mittal,alok mittal  sachin bhatia,2015,November
4490,4490,2015-11-30,Baxi,Two-Wheeler Taxi Service,,Gurgaon,Seed Funding,13.659,xc2xa0 puneet dalmia,puneet dalmia,2015,November
4491,4491,2015-11-30,Superhero Brands,character merchandize sales platform,,Mumbai,Seed Funding,5.0868,dsg consumer partners,saama capital  dsg consumer partners,2015,November
4492,4492,2015-11-30,MoMagic,Mobile Application Developer,,New Delhi,Private Equity,0.0,fih mobile ltd,il,2015,November
4493,4493,2015-11-30,QikPod,Ecommerce Delivery locker services,,Bangalore,Private Equity,84.78,flipkart,flipkart logistics pvt ltd,2015,November
4494,4494,2015-11-30,QikPod,Ecommerce Delivery locker services,,Bangalore,Private Equity,84.78,accel,accel,2015,November
4495,4495,2015-11-30,QikPod,Ecommerce Delivery locker services,,Bangalore,Private Equity,84.78,delhivery,delhivery,2015,November
4496,4496,2015-11-30,QikPod,Ecommerce Delivery locker services,,Bangalore,Private Equity,84.78,foxconn,co,2015,November
4497,4497,2015-11-30,Butterfly Interactive,extra curricular activities marketplace app,,New Delhi,Seed Funding,0.0,undisclosed,undisclosed,2015,November
4498,4498,2015-11-30,Bro4U,Hyperlocal Online Home services provider,,Bangalore,Seed Funding,0.0,sargod ventures,breakthrough energy ventures,2015,November
4499,4499,2015-10-01,Indifi,Easy Business Loans platform,,Gurgaon,Seed Funding,0.0,accel,accel,2015,October
4500,4500,2015-10-01,Indifi,Easy Business Loans platform,,Gurgaon,Seed Funding,0.0,elevar equity,susquehanna growth equity,2015,October
4501,4501,2015-10-01,Indifi,Easy Business Loans platform,,Gurgaon,Seed Funding,0.0,pramod bhasin,pramod bhasin,2015,October
4502,4502,2015-10-01,Indifi,Easy Business Loans platform,,Gurgaon,Seed Funding,0.0,rajan anan,rajan anan from google,2015,October
4503,4503,2015-10-01,Indifi,Easy Business Loans platform,,Gurgaon,Seed Funding,0.0,gaurav dalmia,gaurav suri  ankit kesarwani,2015,October
4504,4504,2015-10-01,Indifi,Easy Business Loans platform,,Gurgaon,Seed Funding,0.0,abhishek goyal,abhishekh goyal,2015,October
4505,4505,2015-10-01,Indifi,Easy Business Loans platform,,Gurgaon,Seed Funding,0.0,gagan hasteer,gagan hasteer,2015,October
4506,4506,2015-10-01,Indifi,Easy Business Loans platform,,Gurgaon,Seed Funding,0.0,arun tadanki,arun venkatachalam,2015,October
4507,4507,2015-10-01,Wydr,Performance based Wholesale Marketplace,,New Delhi,Seed Funding,0.0,seep aggarwal,seep ton,2015,October
4508,4508,2015-10-01,EasyFix,Professional Services Marketplace,,Gurgaon,Seed Funding,0.0,axilor ventures,axilor,2015,October
4509,4509,2015-10-01,Muvizz,Movie-on-demand platform,,Singapore,Seed Funding,3.297,ashish todi,sunil goyal ashish gupta,2015,October
4510,4510,2015-10-01,Muvizz,Movie-on-demand platform,,Singapore,Seed Funding,3.297,abhinav patodia,abhinav patodia,2015,October
4511,4511,2015-10-01,Muvizz,Movie-on-demand platform,,Singapore,Seed Funding,3.297,kumar shwetabh,subho ray  samir kumar,2015,October
4512,4512,2015-10-01,Abhibus,us ticketing and fleet management platform,,Hyderabad,Private Equity,0.0,paytm one97 communications,one97 communications,2015,October
4513,4513,2015-10-01,Cleartax,Online Income Tax Filing platform,,New Delhi,Private Equity,0.0,paytm one97 communications,one97 communications,2015,October
4514,4514,2015-10-02,Shopalyst,Product discovery & recommendation platform,,Bangalore,Private Equity,18.84,kalaari capital,romulus capital  kalaari capital,2015,October
4515,4515,2015-10-03,Chillr,Mobile Payments App,,Mumbai,Private Equity,56.52,sequoia capital,quona capital,2015,October
4516,4516,2015-10-05,Nykaa,Beauty & Wellness Products e-tailer,,Mumbai,Private Equity,89.49,harsh mariwala,paula ravindra mariwala,2015,October
4517,4517,2015-10-05,Nykaa,Beauty & Wellness Products e-tailer,,Mumbai,Private Equity,89.49,atul nishar,atul gupta  saurabh rastogi,2015,October
4518,4518,2015-10-05,Nykaa,Beauty & Wellness Products e-tailer,,Mumbai,Private Equity,89.49,dalip pathak,dalip pathak  others,2015,October
4519,4519,2015-10-05,Nykaa,Beauty & Wellness Products e-tailer,,Mumbai,Private Equity,89.49,michael carlos,michael,2015,October
4520,4520,2015-10-05,Voylla,Fashion jewelry and accessories e-tailer,,Jaipur,Private Equity,141.3,peepul capital,trifecta capital advisors,2015,October
4521,4521,2015-10-05,IndiaLends,Online Consumer Lending platform,,New Delhi,Private Equity,9.42,dsg consumer partners,saama capital  dsg consumer partners,2015,October
4522,4522,2015-10-05,IndiaLends,Online Consumer Lending platform,,New Delhi,Private Equity,9.42,paragon partners,stellaris venture partners,2015,October
4523,4523,2015-10-05,Rock N Shop,Premium Apparel shopping portal,,New Delhi,Seed Funding,1.413,undisclosed,undisclosed,2015,October
4524,4524,2015-10-06,DocPlexus,Exclusive Platform for Doctors & Healthcare professionals,,Pune,Seed Funding,6.594,uniqorn ventures,uniqorn ventures fund,2015,October
4525,4525,2015-10-06,DocPlexus,Exclusive Platform for Doctors & Healthcare professionals,,Pune,Seed Funding,6.594,asp consulting,co,2015,October
4526,4526,2015-10-06,WorkIndia,Job Board,,Mumbai,Seed Funding,4.71,satyen kothari,satyen kothari,2015,October
4527,4527,2015-10-06,WorkIndia,Job Board,,Mumbai,Seed Funding,4.71,keshav sanghi,keshav sanghi,2015,October
4528,4528,2015-10-06,WorkIndia,Job Board,,Mumbai,Seed Funding,4.71,riddhesh ghi,riddhesh ghi,2015,October
4529,4529,2015-10-06,WorkIndia,Job Board,,Mumbai,Seed Funding,4.71,others,other,2015,October
4530,4530,2015-10-06,SportzVillage,Sports Management & Physical Education Business,,Bangalore,Private Equity,94.2,gaja capital private equity fund,gaja capital,2015,October
4531,4531,2015-10-06,SportyBeans,multi-sport program for preschoolers,,Pune,Seed Funding,0.0,youwecan ventures,yourwecan ventures,2015,October
4532,4532,2015-10-06,Burger Singh,QSR & Online delivery portal,,Gurgaon,Seed Funding,4.71,ashvin chadha,ashvin chadha,2015,October
4533,4533,2015-10-06,Burger Singh,QSR & Online delivery portal,,Gurgaon,Seed Funding,4.71,avtar monga,avtar monga,2015,October
4534,4534,2015-10-06,Burger Singh,QSR & Online delivery portal,,Gurgaon,Seed Funding,4.71,udaan angels,lead angels network,2015,October
4535,4535,2015-10-06,Burger Singh,QSR & Online delivery portal,,Gurgaon,Seed Funding,4.71,dheeraj jain,dheerag jain,2015,October
4536,4536,2015-10-06,Welcome Cure,Online Homeopathy Clinic,,Mumbai,Private Equity,56.52,unnamed media house  hnis,hnis,2015,October
4537,4537,2015-10-07,SchoolGuru,E-Learning Service Provider,,Mumbai,Private Equity,28.26,high networth individuals from india,india quotient,2015,October
4538,4538,2015-10-07,SchoolGuru,E-Learning Service Provider,,Mumbai,Private Equity,28.26,usa,indusage partners,2015,October
4539,4539,2015-10-07,Naturally Yours,Organic Food etailer,,Mumbai,Seed Funding,0.0,sanjay mehta,seep mehta family office,2015,October
4540,4540,2015-10-07,GoJavas,Delivery & Logistics Service provider,,Gurgaon,Private Equity,188.4,snapdeal,snapdeal,2015,October
4541,4541,2015-10-07,Scandid,Product Discovery & comparison App,,Pune,Private Equity,0.0,micromax informatics,micromax informatics ltd,2015,October
4542,4542,2015-10-07,StalkBuyLove,Online Apparels Fashion brand,,New Delhi,Private Equity,0.0,mato peric,mato peric,2015,October
4543,4543,2015-10-07,StalkBuyLove,Online Apparels Fashion brand,,New Delhi,Private Equity,0.0,peter kabel,peter kabel,2015,October
4544,4544,2015-10-07,StalkBuyLove,Online Apparels Fashion brand,,New Delhi,Private Equity,0.0,others,other,2015,October
4545,4545,2015-10-08,ZuperMeal,Home Cooked Food marketplace & Delivery,,Mumbai,Private Equity,18.84,sanjeev kapoor,sunjay kapoor  telama investment,2015,October
4546,4546,2015-10-08,ZuperMeal,Home Cooked Food marketplace & Delivery,,Mumbai,Private Equity,18.84,xc2xa0 ravi saxena,ravi saxena,2015,October
4547,4547,2015-10-08,ZuperMeal,Home Cooked Food marketplace & Delivery,,Mumbai,Private Equity,18.84,others,other,2015,October
4548,4548,2015-10-08,Cube26,Gesture based Mobile Development,,New Delhi,Private Equity,72.534,tiger global,ping an global voyager fund,2015,October
4549,4549,2015-10-08,Cube26,Gesture based Mobile Development,,New Delhi,Private Equity,72.534,flipkart,flipkart logistics pvt ltd,2015,October
4550,4550,2015-10-08,Mobikon,Hotel Mobile CRM Software platform,,Pune / Singapore,Private Equity,0.0,lifesreda,lifesreda,2015,October
4551,4551,2015-10-08,Mobikon,Hotel Mobile CRM Software platform,,Pune / Singapore,Private Equity,0.0,qualgro,qualgro,2015,October
4552,4552,2015-10-08,Grabhouse,Rental Accommodation Search platform,,Bangalore,Private Equity,94.2,sequoia  kalaari capital,kalaari capital,2015,October
4553,4553,2015-10-08,Quifers,Logistics Tech Platform,,Mumbai,Seed Funding,2.9202,vikas agarwal,vipin agarwal  others,2015,October
4554,4554,2015-10-08,Quifers,Logistics Tech Platform,,Mumbai,Seed Funding,2.9202,vishal khare,vivek khare  bijoy george,2015,October
4555,4555,2015-10-08,Quifers,Logistics Tech Platform,,Mumbai,Seed Funding,2.9202,sanjeev kakkar,sanjeev kakkar,2015,October
4556,4556,2015-10-08,Quifers,Logistics Tech Platform,,Mumbai,Seed Funding,2.9202,smile group,il,2015,October
4557,4557,2015-10-09,Stockroom.io,Developer Portfolio Showcase platform,,Hyderabad,Seed Funding,0.6594,undisclosed,undisclosed,2015,October
4558,4558,2015-10-09,Curofy,Doctors Network Mobile App,,New Delhi,Private Equity,0.0,roundglass partners,roundglass partners llc,2015,October
4559,4559,2015-10-09,Cloud Lending,End-to-End Lending platform,,Bangalore / San Mateo,Private Equity,75.36,sf capital group,b capital group,2015,October
4560,4560,2015-10-09,Inayo,on-demand healthcare marketplace,,Mumbai,Seed Funding,2.826,kemark ventures,kima ventures,2015,October
4561,4561,2015-10-09,Inayo,on-demand healthcare marketplace,,Mumbai,Seed Funding,2.826,amit ranjan,xc2xa0 amit ranjan,2015,October
4562,4562,2015-10-09,Inayo,on-demand healthcare marketplace,,Mumbai,Seed Funding,2.826,zishaan hayath  others,others,2015,October
4563,4563,2015-10-09,WoNoBo,360-degree view creating platform,,Bangalore,Private Equity,0.0,quikr,quikr,2015,October
4564,4564,2015-10-09,Kulzy,Advertising & Marketing Community Networking platform,,New Delhi,Seed Funding,9.42,seedfund,seedfund,2015,October
4565,4565,2015-10-09,Kulzy,Advertising & Marketing Community Networking platform,,New Delhi,Seed Funding,9.42,bedrock ventures,breakthrough energy ventures,2015,October
4566,4566,2015-10-09,Zeppery,Food Ordering & Delivery App,,New Delhi,Seed Funding,0.72534,suyash sharma,vijay shekhar sharma,2015,October
4567,4567,2015-10-12,Zify,Ride Sharing platform,,Hyderabad,Seed Funding,1.7898,sean osullivan,sean osullivan,2015,October
4568,4568,2015-10-12,Zify,Ride Sharing platform,,Hyderabad,Seed Funding,1.7898,others,other,2015,October
4569,4569,2015-10-12,Faircent,Online P2P lending marketplace,,Gurgaon,Private Equity,0.0,aarin capital partners,kalaari capital partners,2015,October
4570,4570,2015-10-12,Bizongo,B2B marketplace for industrial goods,,Mumbai,Seed Funding,0.0,accel,accel,2015,October
4571,4571,2015-10-12,Gridle,Cloud Based Collaboration platform,,Ahmedabad,Seed Funding,0.942,letsventure,lets venture,2015,October
4572,4572,2015-10-12,Tripoto,global community for travellers,,New Delhi,Private Equity,0.0,500 startups,500 startups,2015,October
4573,4573,2015-10-12,Tripoto,global community for travellers,,New Delhi,Private Equity,0.0,idg ventures,idg venture,2015,October
4574,4574,2015-10-12,Tripoto,global community for travellers,,New Delhi,Private Equity,0.0,advantedge fund,advantedge,2015,October
4575,4575,2015-10-12,Tripoto,global community for travellers,,New Delhi,Private Equity,0.0,neeraj arora,rajeev arora  ram ramsundar,2015,October
4576,4576,2015-10-12,Tripoto,global community for travellers,,New Delhi,Private Equity,0.0,leon seynave,eon,2015,October
4577,4577,2015-10-12,Mubble,Prepaid Bill manager App,,Bangalore,Private Equity,0.0,accel,accel,2015,October
4578,4578,2015-10-13,Voodoo,Mobile Only Shopping Assistant,,New Delhi,Seed Funding,9.42,saif partners,saif partners  lgt impact ventures,2015,October
4579,4579,2015-10-13,Lookup,Mobile Messaging Assistant App,,Bangalore,Private Equity,23.55,khosla impact,saif partners  lgt impact ventures,2015,October
4580,4580,2015-10-13,Lookup,Mobile Messaging Assistant App,,Bangalore,Private Equity,23.55,biz stone,biz stone,2015,October
4581,4581,2015-10-13,Lookup,Mobile Messaging Assistant App,,Bangalore,Private Equity,23.55,catamaran ventures,cataraman ventures,2015,October
4582,4582,2015-10-13,Lookup,Mobile Messaging Assistant App,,Bangalore,Private Equity,23.55,global founders capital,tiger global,2015,October
4583,4583,2015-10-13,Lookup,Mobile Messaging Assistant App,,Bangalore,Private Equity,23.55,european investment fund,india quotient  letsventures angel fund,2015,October
4584,4584,2015-10-14,AskMyGift,Personalized Wish List creator app,,Noida,Seed Funding,0.471,turning ideas,turning ideas,2015,October
4585,4585,2015-10-14,Gaana.com,Music Streaming mobile app,,Mumbai,Private Equity,0.0,micromax informatics ltd,micromax informatics,2015,October
4586,4586,2015-10-14,Zappfresh,Raw Meat & Ready to eat food etailer,,Gurgaon,Seed Funding,0.72534,undisclosed,undisclosed,2015,October
4587,4587,2015-10-14,GymTrekker,Gym Discovery platform,,Mumbai,Seed Funding,0.0,dewang neralla,dewang neralla,2015,October
4588,4588,2015-10-14,GymTrekker,Gym Discovery platform,,Mumbai,Seed Funding,0.0,roopak taneja,roopak taneja,2015,October
4589,4589,2015-10-14,GymTrekker,Gym Discovery platform,,Mumbai,Seed Funding,0.0,manisha gupta,manish gupta,2015,October
4590,4590,2015-10-15,Bounty App,Online Purchase rewards app,,Bangalore,Seed Funding,0.0,fireside ventures,healthquad  fireside ventures,2015,October
4591,4591,2015-10-15,Bounty App,Online Purchase rewards app,,Bangalore,Seed Funding,0.0,mumbai angels mape advisory group,mumbai angels,2015,October
4592,4592,2015-10-16,Homers.in,Home rental platform,,Gurgaon,Seed Funding,0.0,devesh rai g,alphabets growth investment arm capital g  axis bank,2015,October
4593,4593,2015-10-16,Homers.in,Home rental platform,,Gurgaon,Seed Funding,0.0,rajesh aggarwal,rajesh yohanan  rahul garg,2015,October
4594,4594,2015-10-16,Homers.in,Home rental platform,,Gurgaon,Seed Funding,0.0,amitpal bhutani,amitpal bhutani,2015,October
4595,4595,2015-10-16,mShipper,Crowdsourced Delivery platform,,New Delhi,Seed Funding,0.0,vijai laxmi,vijai laxmi,2015,October
4596,4596,2015-10-16,BolRealty,Real Estate Insights platform,,New Delhi,Seed Funding,0.0,manpreet singh,imanpreet singh arora,2015,October
4597,4597,2015-10-17,S-Cube Futuretech,Structural & Civil Engg Service Automation,,Mumbai,Private Equity,9.42,parampara capital,idfcparampara capital,2015,October
